club_name,league_name
Thouars Foot 79,Other
Thór,Other
Tiburones Rojos,Mexico
Tigre,Argentina
Tigres UANL,Mexico
Tiligul-Tiras,Other
Tiro Federal,Other
Tobol Kurgan,Other
Todi Calcio,Other
Tokyo Verdy,Other
Toledo,Other
Tolentino,Other
Toluca,Mexico
Tom Tomsk,Premier Liga
Tombense,Other
Tonnerre,Other
Tooting & Mitcham FC,Other
Tor Tre Teste,Other
Tor-Met Moskau,Other
Tor-ZiL Moskau,Other
Torino Calcio,Serie A
Torino FC,Serie A
Toronto Bliz.,Other
Toronto FC,Other
Torpedo Armavir,Other
Torpedo Arzamas,Other
Torpedo Kutaisi,Other
Torpedo Moscow,Premier Liga
Torpedo NN,Other
Torpedo Taganrog,Other
Torpedo Vl.,Other
Torpedo Volzhsky,Other
Torpedo Zaporizhya,Other
Torpedo-Kadino,Other
Torpedo-MAZ,Other
Torpedo-Metallurg Moskau,Premier Liga
Torpedo-ZiL Moskau,Premier Liga
Torquay United,Other
Torre,Other
Torreense,Other
Torres,Other
Tottenham Hotspur,Premier League
Toulouse Font.,Other
Tourcoing FC,Other
Tours FC,Other
Trabzonspor,Turkey
Tractor,Other
Tranmere Rovers,Other
Transnet School of Excellence,Other
Trapani,Other
Trelleborg,Sweden
Trento,Other
Treze FC,Other
Triestina,Other
Trollhättan,Sweden
Tromsø IL,Norway
Trujillanos,Other
Três Passos,Other
Tskhinvali,Other
TuS Celle FC,Other
Tudu Mighty Jet,Other
Tupi FC,Other
Turnu-Severin,Other
Turris Calcio,Other
Tuttocuoio,Other
Twente Enschede FC,Eredivisie
Twente FC,Other
Tzafririm Holon,Other
Táchira,Other
U Cluj,Other
U. de Chile,Other
UA Barbarense,Other
UAG Tecos,Other
UC AlbinoLeffe,Other
UC Sampdoria,Serie A
UCAM Murcia,Other
UCD,Other
UD Almería,Primera Division
UD Alzira,Other
UD Casetas,Other
UD Galdar,Other
UD Lanzarote,Other
UD Las Palmas,Primera Division
UD Salamanca (liq.),Primera Division
UE Figueres,Other
UE Llagostera,Other
UE Lleida (liq.),Primera Division
UNAM Pumas,Other
US Avranches,Other
US Bitam,Other
US Boulogne,Ligue 1
US Cremonese,Serie A
US Créteil,Other
US Gorée,Other
US Lecce,Serie A
US Lusitanos,Other
US Marseille Endoume,Other
US Orléans,Other
US Orléans 45,Other
US Palermo,Serie A
US Poggibonsi,Other
US Salernitana,Serie A
US Sassuolo,Serie A
US Valenciennes,Other
USC Baracca Lugo 1909,Other
USL Dunkerque,Other
USM Alger,Other
USM Blida,Other
USM Porres,Other
UVS,Other
Uberaba,Other
Udinese Calcio,Serie A
Udoji United,Other
Ulsan,Other
Ulsan Hyundai,Other
Ult. Strikers,Other
Uni. Las Palmas,Other
Uni. Saragossa,Other
Union Innsbruck,Other
Union Solingen,Other
Union Sportive Valenciennes-Anzin Arrondissement,Ligue 1
Unione Venezia,Other
Unirea Urziceni,Romania
Unisport de Bafang,Other
Univ. Craiova,Other
Universitario,Other
União Coimbra,Other
União Lamas,Other
União São João,Other
União de Leiria,Liga Nos
Unknown,Other
Ural Yekaterinburg,Premier Liga
Uralan Elista,Premier Liga
Uralmash Ekaterinburg,Premier Liga
Urawa Reds,Other
V. Francavilla,Other
VF Colligiana,Other
VPS,Other
VV Actief,Other
VV Bennekom,Other
VV Gemert,Other
VV Kloetinge,Other
VVGZ,Other
VVV-Venlo,Eredivisie
VVV/Hel U19,Other
Valencia CF,Primera Division
Valenciano,Other
Valenciennes FC,Ligue 1
Valenzana Mado,Other
Valerenga U19,Other
Vallauris,Other
Valle Grecanica,Other
Valmiera,Other
Valonguense,Other
Valpaços U19,Other
Valur,Other
Vancouver,Other
Vanguard Huandao,Other
Vannes,Other
Vardar,Other
Varese,Other
Varteks,Other
Varzim SC,Liga Nos
Vasas SC,Other
Vasco da Gama,Brazil
Vastese,Other
Vedrich Rechitsa,Other
Veendam,Other
Vegalta Sendai,Other
Vejle BK,Denmark
Velbazhd,Other
Velbert 02,Other
Velense,Other
Veles Moskow,Other
Velez Mostar,Other
Vendas Novas,Other
Venets Gk.,Other
Ventspils,Other
Vera Cruz-PE,Other
Veranopolis,Other
Verdy Kawasaki,Other
Veres Rivne,Ukraine
Vestenbergsgr.,Other
VfB Gaggenau,Other
VfB Leipzig,1 Bundesliga
VfB Lichterfelde,Other
VfB Lübeck,Other
VfB Mödling,Other
VfB Oldenburg,Other
VfB Stuttgart,1 Bundesliga
VfL Bochum,1 Bundesliga
VfL Frohnlach,Other
VfL Kirchheim,Other
VfL Osnabrück,Other
VfL Wolfsburg,1 Bundesliga
VfR Langelsheim,Other
VfR Mannheim,Other
Vianense,Other
Viareggio,Other
Vibonese,Other
Viborg FF,Denmark
Vicenza Calcio,Serie A
Videoton FC,Other
Vidnoe,Other
Vigevano Calcio,Other
Vigor Lamezia,Other
Vigor Lamezia Y,Other
Viking FK,Norway
Vikt. Köln U19,Other
Viktoria Plzen,Other
Viktoria Zizkov,Other
Vila FC,Other
Vila Nova FC,Brazil
Vila Real,Other
Vilafranquense,Other
Villa Nova AC,Other
Villarreal CF,Primera Division
Villemomble Sports,Other
Vimioso,Other
Virginia Cavs,Other
Virtus Entella,Other
Virtus Lanciano,Other
Vis Pesaro,Other
Vissel Kobe,Other
Vit. Guimarães,Other
Viterbese,Other
Vitesse Arnhem,Eredivisie
Vittoria Calcio,Other
Vityaz Podolsk,Other
Vitória Guimarães SC,Liga Nos
Vitória Setúbal FC,Liga Nos
Vizela,Other
Voghera,Other
Vojvodina,Serbia
Volga NN,Other
Volga Nizhniy Novgorod,Premier Liga
Volga Tver,Other
Volgar,Other
Volgar-Gazprom,Other
Volochanin-Rat.,Other
Volta Redonda,Other
Volyn Lutsk,Ukraine
Vorskla,Ukraine
Vorwärts Steyr,Other
Vozdovac,Other
Västerås SK,Sweden
Västra Frölunda,Sweden
Vålerenga,Norway
Vélez Sarsfield,Argentina
Víkingur,Other
W. Bremen II,Other
W. Burghausen,Other
W. Mannheim U19,Other
WIT Georgia,Other
Waasl.-Beveren,Other
Wacker Tirol,Other
Wadi Degla U23,Other
Waldh. Mannheim,Other
Walsall,Other
Walton & Hersham FC,Other
Warta Poznan,Other
Waterford FC,Other
Waterhouse,Other
Watford FC,Premier League
Wealdstone FC,Other
Wegberg-Beeck,Other
Wehen Wiesbaden,Other
Welling,Other
Wellington Ol.,Other
West Adelaide SC,Other
West Bromwich Albion,Premier League
West Ham United,Premier League
Wexford FC,Other
Widzew Lodz,Other
Wigan Athletic,Premier League
Wilhelmshaven,Other
Willem II Tilburg,Eredivisie
Willem II/RKC-19,Other
Wilstermann,Other
Wimbledon FC,Premier League
Wisla Kraków,Polonia
Wisla Plock,Polonia
Without Club,Other
Wits University,Other
Wizards,Other
Woking FC,Other
Wolfsberger AC,Austria
Wolvega,Other
Wolverhampton Wanderers,Premier League
Wolverhampton Wanderers FC,Other
Worthing FC,Other
Wrexham,Other
Wroxham FC,Other
Wuppertaler SV,Other
Wycombe Wanderers,Premier League
Wydad AC,Other
Würzb. Kickers,Other
Wüstenrot Sbg,Other
Xamax,Switzerland
Xerez CD,Primera Division
Xäzär Länkäran,Other
Yakutia Yakutsk,Other
Yeovil Town,Premier League
Yesil-Bogatyr,Other
Yokohama F. M.,Other
York City,Usa
Yverdon-Sport,Switzerland
Z. Sosnowiec,Other
ZESCO United FC,Other
ZJ E. Greentown,Other
ZSKA Kyiv,Other
ZSKA-Borisfen,Other
ZSKA-Pamir,Other
Zaglebie Lubin,Other
Zalaegerszeg,Hungary
Zalgiris,Other
Zamalek,Other
Zamora,Other
Zanaco FC,Other
Zarya L-K.,Other
Zawisza,Polonia
Zbrojovka Brno,Other
Zeeburgia U19,Other
Zeleznik Belgr.,Other
Zemun,Serbia
Zenit 2 S-Pb,Other
Zenit S-Pb,Other
Zenit St. Petersburg,Premier Liga
Zeta Golubovac,Other
Zhemchuzhina Sochi,Premier Liga
Zimbru Chisinau,Other
Zira FC,Other
Zirka,Ukraine
Znamya Truda,Other
Zob Ahan,Other
Zorya Lugansk,Other
Zorya-Mals,Other
Zrinjski Mostar,Other
Zulia FC,Other
Zulte Waregem,Belgium
Zvezda Irkutsk,Other
Zvezda Perm,Other
Zvezda-VA-BGU,Other
Zvezdara,Other
sv ARC,Other
Árabe Unido,Other
Ånge IF,Other
Écija Balompié,Other
ÍA Akranes,Other
ÍBV,Other
Île-Rousse,Other
Örebro SK,Sweden
Örgryte,Sweden
Östersund,Sweden
Újpest FC,Hungary
